,Adj Close,Close,High,Low,Open,Volume
12/12/80,0.09883447,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,469033600
12/15/80,0.093678214,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12221000343561172,175884800
12/16/80,0.086802408,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.1132809966802597,105728000
12/17/80,0.088950872,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,86441600
12/18/80,0.091529764,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,73449600
12/19/80,0.097115695,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,48630400
12/22/80,0.10184232890605927,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,37363200
12/23/80,0.10613998025655746,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,46950400
12/24/80,0.11172585934400558,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,48003200
12/26/80,0.12203919142484665,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,55574400
12/29/80,0.12375793606042862,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,93161600
12/30/80,0.12075013667345047,0.156808004,0.15736599266529083,0.156808004,0.15736599266529083,68880000
12/31/80,0.11731261759996414,0.1523440033197403,0.1529020071029663,0.1523440033197403,0.1529020071029663,35750400
1/2/81,0.11860167235136032,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,21660800
1/5/81,0.11602354049682617,0.15067000687122345,0.15122799575328827,0.15067000687122345,0.15122799575328827,35728000
1/6/81,0.11086645722389221,0.1439729928970337,0.1445309966802597,0.1439729928970337,0.1445309966802597,45158400
1/7/81,0.10613998025655746,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13839299976825714,55686400
1/8/81,0.10399151593446732,0.13504500687122345,0.13560299575328827,0.13504500687122345,0.13560299575328827,39827200
1/9/81,0.1095774844288826,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,21504000
1/12/81,0.10871807485818863,0.141183004,0.14229899644851685,0.141183004,0.14229899644851685,23699200
1/13/81,0.10485086590051651,0.13616099953651428,0.1367190033197403,0.13616099953651428,0.1367190033197403,23049600
1/14/81,0.1052805632352829,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,14291200
1/15/81,0.10742903500795364,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,14067200
1/16/81,0.10656964033842087,0.13839299976825714,0.13895100355148315,0.13839299976825714,0.13895100355148315,13395200
1/19/81,0.11301492899656296,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,41574400
1/20/81,0.1095774844288826,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14285700023174286,30083200
1/21/81,0.11172585934400558,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,15904000
1/22/81,0.11301492899656296,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,35548800
1/23/81,0.11258527636528015,0.14620499312877655,0.14732100069522858,0.14620499312877655,0.14676299691200256,11222400
1/26/81,0.11086645722389221,0.1439729928970337,0.1445309966802597,0.1439729928970337,0.1445309966802597,24640000
1/27/81,0.11000710725784302,0.14285700023174286,0.1439729928970337,0.14285700023174286,0.1439729928970337,23699200
1/28/81,0.10656964033842087,0.13839299976825714,0.13895100355148315,0.13839299976825714,0.13895100355148315,28156800
1/29/81,0.10270242393016815,0.1333709955215454,0.13392899930477142,0.1333709955215454,0.13392899930477142,43904000
1/30/81,0.097115695,0.12611599266529083,0.12723200023174286,0.12611599266529083,0.12723200023174286,46188800
2/2/81,0.091529764,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11941999942064285,23766400
2/3/81,0.094967306,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,19152000
2/4/81,0.098404787,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.12779000401496887,27865600
2/5/81,0.098404787,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.12779000401496887,7929600
2/6/81,0.09883447,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,13865600
2/9/81,0.093678214,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12276799976825714,16755200
2/10/81,0.093678214,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12165199965238571,18345600
2/11/81,0.090670392,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11830399930477142,13843200
2/12/81,0.08981023,0.11662899702787399,0.117187999,0.11662899702787399,0.117187999,14560000
2/13/81,0.08766181,0.11383900046348572,0.11495500057935715,0.11383900046348572,0.11495500057935715,11155200
2/17/81,0.08981023,0.11662899702787399,0.117187999,0.11662899702787399,0.11662899702787399,12275200
2/18/81,0.093678214,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12165199965238571,19241600
2/19/81,0.088091508,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11495500057935715,22310400
2/20/81,0.083364911,0.10825899988412857,0.10881700366735458,0.10825899988412857,0.10881700366735458,24371200
2/23/81,0.084653996,0.10993299633264542,0.11049100011587143,0.10993299633264542,0.10993299633264542,14112000
2/24/81,0.081646182,0.10602699965238571,0.10714299976825714,0.10602699965238571,0.10714299976825714,16979200
2/25/81,0.086802408,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,19488000
2/26/81,0.088091508,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11439699679613113,10841600
2/27/81,0.091100067,0.11830399930477142,0.11941999942064285,0.11830399930477142,0.11830399930477142,14761600
3/2/81,0.091529764,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,11760000
3/3/81,0.09024068,0.117187999,0.11774600297212601,0.117187999,0.11774600297212601,16172800
3/4/81,0.089380607,0.11607100069522858,0.11662899702787399,0.11607100069522858,0.11662899702787399,13708800
3/5/81,0.088950872,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11607100069522858,5376000
3/6/81,0.088091508,0.11439699679613113,0.11551299691200256,0.11439699679613113,0.11551299691200256,11603200
3/9/81,0.081216462,0.1054690033197403,0.10602699965238571,0.1054690033197403,0.10602699965238571,15321600
3/10/81,0.0773485,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.10100399702787399,28380800
3/11/81,0.074340694,0.096539997,0.097655997,0.096539997,0.097655997,29859200
3/12/81,0.0773485,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.10044600069522858,59248000
3/13/81,0.076489128,0.099330001,0.099887997,0.099330001,0.099887997,231302400
3/16/81,0.07949771,0.10323700308799744,0.10435300320386887,0.10323700308799744,0.10323700308799744,37228800
3/17/81,0.083364911,0.10825899988412857,0.109375,0.10825899988412857,0.10825899988412857,43747200
3/18/81,0.08852119,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,36937600
3/19/81,0.08766181,0.11383900046348572,0.11439699679613113,0.11383900046348572,0.11439699679613113,37811200
3/20/81,0.08852119,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,14604800
3/23/81,0.091959454,0.11941999942064285,0.12053599953651428,0.11941999942064285,0.11941999942064285,22019200
3/24/81,0.091529764,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11941999942064285,28156800
